player_id,name,position,team_name,team_abbrev,conference,age,experience,jersey_number,tier
1060,Tua Tagovailoa,QB,San Francisco 49ers,SF,NFC,27,3,32,backup
1061,Derrick Henry,RB,San Francisco 49ers,SF,NFC,27,5,55,starter
1062,Austin Ekeler,RB,San Francisco 49ers,SF,NFC,34,12,36,rb2
1063,Aaron Jones,RB,San Francisco 49ers,SF,NFC,28,5,37,depth
1064,Michael Taylor,RB,San Francisco 49ers,SF,NFC,29,9,53,depth
1065,Aaron Jones,RB,San Francisco 49ers,SF,NFC,27,6,97,depth
1066,Mike Evans,WR,San Francisco 49ers,SF,NFC,26,3,45,starter
1067,Mike Evans,WR,San Francisco 49ers,SF,NFC,22,1,37,wr2
1068,DeAndre Hopkins Jr.,WR,San Francisco 49ers,SF,NFC,34,11,98,depth
1069,Keenan Allen,WR,San Francisco 49ers,SF,NFC,31,7,77,depth
1070,Keenan Allen,WR,San Francisco 49ers,SF,NFC,31,11,34,depth
1071,Cooper Kupp,WR,San Francisco 49ers,SF,NFC,32,8,74,depth
1072,Dallas Goedert,TE,San Francisco 49ers,SF,NFC,22,1,26,starter
1073,Darren Waller Sr.,TE,San Francisco 49ers,SF,NFC,28,5,30,backup
1074,DeShawn Andrews,TE,San Francisco 49ers,SF,NFC,31,10,71,backup
1075,Kirk Cousins,QB,Miami Dolphins,MIA,AFC,27,5,35,starter
1076,Michael Rodgers,QB,Miami Dolphins,MIA,AFC,30,8,33,backup
1077,Justin Herbert,QB,Miami Dolphins,MIA,AFC,31,8,65,backup
1078,Dalvin Cook,RB,Miami Dolphins,MIA,AFC,28,4,45,starter
1079,Michael Henry,RB,Miami Dolphins,MIA,AFC,24,4,4,rb2
1080,Dalvin Cook,RB,Miami Dolphins,MIA,AFC,29,6,37,depth
1081,CeeDee Lamb,WR,Miami Dolphins,MIA,AFC,35,12,17,starter
1082,Stefon Diggs,WR,Miami Dolphins,MIA,AFC,36,12,70,wr2
1083,Cooper Kupp,WR,Miami Dolphins,MIA,AFC,22,2,21,depth
1084,Mike Evans,WR,Miami Dolphins,MIA,AFC,29,6,87,depth
1085,Brandon Brown,WR,Miami Dolphins,MIA,AFC,27,6,31,depth
1086,CeeDee Lamb Jr.,WR,Miami Dolphins,MIA,AFC,25,1,71,depth
1087,DK Metcalf,WR,Miami Dolphins,MIA,AFC,21,1,31,depth
1088,T.J. Hockenson,TE,Miami Dolphins,MIA,AFC,35,12,71,starter
1089,George Kittle Jr.,TE,Miami Dolphins,MIA,AFC,28,6,60,backup
1090,David Njoku,TE,Miami Dolphins,MIA,AFC,27,5,29,backup
1091,Trevor Lawrence,QB,Cincinnati Bengals,CIN,AFC,26,3,71,starter
1092,Russell Wilson,QB,Cincinnati Bengals,CIN,AFC,27,5,71,backup
1093,Alvin Kamara,RB,Cincinnati Bengals,CIN,AFC,33,10,51,starter
1094,Austin Ekeler II,RB,Cincinnati Bengals,CIN,AFC,30,8,37,rb2
1095,Jordan Chubb,RB,Cincinnati Bengals,CIN,AFC,34,12,56,depth
1096,Davante Adams,WR,Cincinnati Bengals,CIN,AFC,28,8,58,starter
1097,DK Metcalf,WR,Cincinnati Bengals,CIN,AFC,29,7,78,wr2
1098,Mike Evans,WR,Cincinnati Bengals,CIN,AFC,32,10,84,depth
1099,Tyler Hopkins,WR,Cincinnati Bengals,CIN,AFC,29,5,69,depth
1100,A.J. Brown,WR,Cincinnati Bengals,CIN,AFC,28,4,27,depth
1101,DeShawn Diggs,WR,Cincinnati Bengals,CIN,AFC,33,12,81,depth
1102,Stefon Diggs,WR,Cincinnati Bengals,CIN,AFC,27,7,72,depth
1103,Dallas Goedert,TE,Cincinnati Bengals,CIN,AFC,31,10,64,starter
1104,Jordan Andrews,TE,Cincinnati Bengals,CIN,AFC,26,5,1,backup
1105,Tyler Goedert,TE,Cincinnati Bengals,CIN,AFC,30,10,9,backup
1106,Jalen Hurts,QB,New York Jets,NYJ,AFC,23,1,74,starter
1107,Justin Herbert,QB,New York Jets,NYJ,AFC,26,2,96,backup
1108,Austin Ekeler,RB,New York Jets,NYJ,AFC,24,2,91,starter
1109,Jonathan Taylor,RB,New York Jets,NYJ,AFC,29,6,41,rb2
1110,Nick Chubb Sr.,RB,New York Jets,NYJ,AFC,25,3,22,depth
1111,DK Metcalf,WR,New York Jets,NYJ,AFC,28,7,98,starter
1112,Brandon Adams,WR,New York Jets,NYJ,AFC,29,8,33,wr2
1113,Davante Adams Jr.,WR,New York Jets,NYJ,AFC,32,10,72,depth
1114,Stefon Diggs,WR,New York Jets,NYJ,AFC,24,1,14,depth
1115,Tyler Allen,WR,New York Jets,NYJ,AFC,33,10,79,depth
1116,Darren Waller,TE,New York Jets,NYJ,AFC,33,12,81,starter
1117,George Kittle,TE,New York Jets,NYJ,AFC,25,2,11,backup
1118,Mark Andrews Sr.,TE,New York Jets,NYJ,AFC,26,4,10,backup
1119,Russell Wilson,QB,Minnesota Vikings,MIN,NFC,28,5,75,starter
1120,Josh Allen II,QB,Minnesota Vikings,MIN,NFC,31,7,66,backup
1121,Aaron Jones,RB,Minnesota Vikings,MIN,NFC,21,1,65,starter
1122,Dalvin Cook,RB,Minnesota Vikings,MIN,NFC,25,3,66,rb2
1123,Saquon Barkley,RB,Minnesota Vikings,MIN,NFC,31,7,34,depth
1124,Tyler Cook,RB,Minnesota Vikings,MIN,NFC,24,1,11,depth
1125,DeShawn Ekeler,RB,Minnesota Vikings,MIN,NFC,34,11,69,depth
1126,Tyreek Hill,WR,Minnesota Vikings,MIN,NFC,31,11,66,starter
1127,Cooper Kupp,WR,Minnesota Vikings,MIN,NFC,33,12,28,wr2
1128,Tyler Brown,WR,Minnesota Vikings,MIN,NFC,30,10,54,depth
1129,DK Metcalf Jr.,WR,Minnesota Vikings,MIN,NFC,27,7,51,depth
1130,A.J. Brown,WR,Minnesota Vikings,MIN,NFC,23,2,35,depth
1131,T.J. Hockenson,TE,Minnesota Vikings,MIN,NFC,23,1,92,starter
1132,Darren Waller,TE,Minnesota Vikings,MIN,NFC,30,10,29,backup
1133,Kirk Cousins,QB,Jacksonville Jaguars,JAX,AFC,27,4,23,starter
1134,Lamar Jackson,QB,Jacksonville Jaguars,JAX,AFC,36,12,22,backup
1135,Austin Ekeler,RB,Jacksonville Jaguars,JAX,AFC,29,9,79,starter
1136,Jonathan Taylor III,RB,Jacksonville Jaguars,JAX,AFC,29,8,30,rb2
1137,Jonathan Taylor,RB,Jacksonville Jaguars,JAX,AFC,31,8,96,depth
1138,Brandon Cook,RB,Jacksonville Jaguars,JAX,AFC,33,11,68,depth
1139,Alvin Kamara,RB,Jacksonville Jaguars,JAX,AFC,27,5,54,depth
1140,Cooper Kupp,WR,Jacksonville Jaguars,JAX,AFC,34,12,59,starter
1141,Davante Adams,WR,Jacksonville Jaguars,JAX,AFC,32,9,1,wr2
1142,Mike Evans,WR,Jacksonville Jaguars,JAX,AFC,27,6,83,depth
1143,Brandon Kupp,WR,Jacksonville Jaguars,JAX,AFC,32,10,57,depth
1144,Davante Adams,WR,Jacksonville Jaguars,JAX,AFC,26,3,64,depth
1145,CeeDee Lamb,WR,Jacksonville Jaguars,JAX,AFC,28,6,39,depth
1146,Mark Andrews,TE,Jacksonville Jaguars,JAX,AFC,22,2,58,starter
1147,Dallas Goedert III,TE,Jacksonville Jaguars,JAX,AFC,31,11,59,backup
1148,Pat Freiermuth II,TE,Jacksonville Jaguars,JAX,AFC,22,1,66,backup
1149,Dak Prescott,QB,Green Bay Packers,GB,NFC,32,8,99,starter
1150,Lamar Jackson,QB,Green Bay Packers,GB,NFC,28,7,65,backup
1151,Dak Prescott,QB,Green Bay Packers,GB,NFC,30,10,4,backup
1152,Christian McCaffrey,RB,Green Bay Packers,GB,NFC,27,3,34,starter
1153,Brandon McCaffrey,RB,Green Bay Packers,GB,NFC,27,4,63,rb2
1154,Austin Ekeler,RB,Green Bay Packers,GB,NFC,27,3,96,depth
1155,Tyler Ekeler,RB,Green Bay Packers,GB,NFC,32,11,33,depth
1156,Austin Ekeler,RB,Green Bay Packers,GB,NFC,28,8,14,depth
1157,DK Metcalf,WR,Green Bay Packers,GB,NFC,30,6,20,starter
1158,CeeDee Lamb,WR,Green Bay Packers,GB,NFC,23,2,41,wr2
1159,CeeDee Lamb Jr.,WR,Green Bay Packers,GB,NFC,33,10,46,depth
1160,Cooper Kupp II,WR,Green Bay Packers,GB,NFC,23,1,40,depth
1161,DK Metcalf,WR,Green Bay Packers,GB,NFC,25,1,42,depth
1162,DeAndre Hopkins,WR,Green Bay Packers,GB,NFC,28,8,9,depth
1163,David Njoku,TE,Green Bay Packers,GB,NFC,33,12,98,starter
1164,Mark Andrews,TE,Green Bay Packers,GB,NFC,29,8,3,backup
1165,George Kittle III,TE,Green Bay Packers,GB,NFC,23,2,54,backup
1166,Russell Wilson,QB,Detroit Lions,DET,NFC,30,7,58,starter
1167,Brandon Prescott,QB,Detroit Lions,DET,NFC,31,7,79,backup
1168,Jonathan Taylor,RB,Detroit Lions,DET,NFC,30,9,50,starter
1169,Austin Ekeler,RB,Detroit Lions,DET,NFC,25,1,87,rb2
1170,Marcus Kamara,RB,Detroit Lions,DET,NFC,30,10,89,depth
1171,Davante Adams,WR,Detroit Lions,DET,NFC,29,9,73,starter
1172,Cooper Kupp,WR,Detroit Lions,DET,NFC,36,12,60,wr2
1173,A.J. Brown II,WR,Detroit Lions,DET,NFC,30,7,62,depth
1174,Tyreek Hill,WR,Detroit Lions,DET,NFC,24,3,79,depth
1175,Marcus Metcalf,WR,Detroit Lions,DET,NFC,33,9,60,depth
1176,Keenan Allen,WR,Detroit Lions,DET,NFC,28,5,64,depth
1177,Evan Engram,TE,Detroit Lions,DET,NFC,26,6,32,starter
1178,Tyler Goedert,TE,Detroit Lions,DET,NFC,26,3,90,backup
1179,Evan Engram,TE,Detroit Lions,DET,NFC,32,12,49,backup
1180,Trevor Lawrence,QB,Seattle Seahawks,SEA,NFC,23,3,55,starter
1181,Dak Prescott,QB,Seattle Seahawks,SEA,NFC,26,2,47,backup
1182,Austin Ekeler,RB,Seattle Seahawks,SEA,NFC,30,8,21,starter
1183,Dalvin Cook II,RB,Seattle Seahawks,SEA,NFC,33,10,31,rb2
1184,Alvin Kamara,RB,Seattle Seahawks,SEA,NFC,25,1,26,depth
1185,Tyler Henry,RB,Seattle Seahawks,SEA,NFC,36,12,20,depth
1186,Jordan Barkley,RB,Seattle Seahawks,SEA,NFC,28,6,79,depth
1187,DeAndre Hopkins,WR,Seattle Seahawks,SEA,NFC,25,3,53,starter
1188,Davante Adams,WR,Seattle Seahawks,SEA,NFC,31,11,55,wr2
1189,Jordan Hopkins,WR,Seattle Seahawks,SEA,NFC,29,7,83,depth
1190,Cooper Kupp,WR,Seattle Seahawks,SEA,NFC,29,9,7,depth
1191,Tyreek Hill,WR,Seattle Seahawks,SEA,NFC,33,9,2,depth
1192,Michael Adams,WR,Seattle Seahawks,SEA,NFC,31,11,8,depth
1193,Pat Freiermuth,TE,Seattle Seahawks,SEA,NFC,25,4,1,starter
1194,George Kittle,TE,Seattle Seahawks,SEA,NFC,23,3,38,backup
1195,Russell Wilson,QB,Los Angeles Chargers,LAC,AFC,28,8,59,starter
1196,Brandon Tagovailoa,QB,Los Angeles Chargers,LAC,AFC,30,8,19,backup
1197,Derrick Henry,RB,Los Angeles Chargers,LAC,AFC,31,11,26,starter
1198,Brandon Taylor,RB,Los Angeles Chargers,LAC,AFC,34,12,81,rb2
1199,Marcus Ekeler,RB,Los Angeles Chargers,LAC,AFC,30,7,18,depth
1200,Alvin Kamara III,RB,Los Angeles Chargers,LAC,AFC,33,11,72,depth
1201,Nick Chubb,RB,Los Angeles Chargers,LAC,AFC,26,4,98,depth
1202,Cooper Kupp,WR,Los Angeles Chargers,LAC,AFC,27,6,50,starter
1203,Davante Adams,WR,Los Angeles Chargers,LAC,AFC,28,5,62,wr2
1204,DeAndre Hopkins,WR,Los Angeles Chargers,LAC,AFC,30,10,54,depth
1205,Keenan Allen Sr.,WR,Los Angeles Chargers,LAC,AFC,24,3,71,depth
1206,Tyreek Hill,WR,Los Angeles Chargers,LAC,AFC,22,1,26,depth
1207,Jordan Brown,WR,Los Angeles Chargers,LAC,AFC,28,7,1,depth
1208,David Njoku,TE,Los Angeles Chargers,LAC,AFC,32,9,55,starter
1209,Darren Waller,TE,Los Angeles Chargers,LAC,AFC,36,12,3,backup
1210,George Kittle,TE,Los Angeles Chargers,LAC,AFC,31,10,88,backup
1211,Jalen Hurts,QB,Baltimore Ravens,BAL,AFC,31,11,92,starter
1212,Tua Tagovailoa,QB,Baltimore Ravens,BAL,AFC,29,8,73,backup
1213,DeShawn Prescott,QB,Baltimore Ravens,BAL,AFC,27,6,65,backup
1214,Jonathan Taylor,RB,Baltimore Ravens,BAL,AFC,25,2,94,starter
1215,Aaron Jones,RB,Baltimore Ravens,BAL,AFC,35,12,73,rb2
1216,Christian McCaffrey Jr.,RB,Baltimore Ravens,BAL,AFC,31,9,52,depth
1217,DK Metcalf,WR,Baltimore Ravens,BAL,AFC,31,8,44,starter
1218,Mike Evans III,WR,Baltimore Ravens,BAL,AFC,29,5,2,wr2
1219,Mike Evans,WR,Baltimore Ravens,BAL,AFC,25,2,37,depth
1220,Stefon Diggs,WR,Baltimore Ravens,BAL,AFC,32,10,81,depth
1221,Cooper Kupp,WR,Baltimore Ravens,BAL,AFC,25,4,47,depth
1222,George Kittle,TE,Baltimore Ravens,BAL,AFC,27,3,43,starter
1223,David Njoku,TE,Baltimore Ravens,BAL,AFC,25,2,75,backup
1224,Mark Andrews,TE,Baltimore Ravens,BAL,AFC,28,8,31,backup
1225,Kirk Cousins,QB,Cleveland Browns,CLE,AFC,28,4,14,starter
1226,Lamar Jackson,QB,Cleveland Browns,CLE,AFC,27,7,48,backup
1227,Marcus Lawrence,QB,Cleveland Browns,CLE,AFC,26,3,42,backup
1228,Aaron Jones,RB,Cleveland Browns,CLE,AFC,31,7,18,starter
1229,Aaron Jones III,RB,Cleveland Browns,CLE,AFC,27,7,60,rb2
1230,Saquon Barkley Sr.,RB,Cleveland Browns,CLE,AFC,30,9,93,depth
1231,Nick Chubb,RB,Cleveland Browns,CLE,AFC,35,11,47,depth
1232,Alvin Kamara Jr.,RB,Cleveland Browns,CLE,AFC,21,1,35,depth
1233,Cooper Kupp,WR,Cleveland Browns,CLE,AFC,29,9,45,starter
1234,Mike Evans III,WR,Cleveland Browns,CLE,AFC,32,8,85,wr2
1235,DK Metcalf,WR,Cleveland Browns,CLE,AFC,23,2,79,depth
1236,DeShawn Kupp,WR,Cleveland Browns,CLE,AFC,27,4,50,depth
1237,Tyreek Hill,WR,Cleveland Browns,CLE,AFC,30,6,83,depth
1238,Kyle Pitts,TE,Cleveland Browns,CLE,AFC,32,11,38,starter
1239,Darren Waller,TE,Cleveland Browns,CLE,AFC,26,6,57,backup
1240,Josh Allen,QB,Tampa Bay Buccaneers,TB,NFC,27,3,36,starter
1241,Kirk Cousins Jr.,QB,Tampa Bay Buccaneers,TB,NFC,30,7,24,backup
1242,Derrick Henry,RB,Tampa Bay Buccaneers,TB,NFC,25,4,30,starter
1243,DeShawn Kamara,RB,Tampa Bay Buccaneers,TB,NFC,24,4,71,rb2
1244,Saquon Barkley,RB,Tampa Bay Buccaneers,TB,NFC,29,7,31,depth
1245,Joe Mixon III,RB,Tampa Bay Buccaneers,TB,NFC,25,4,55,depth
1246,Davante Adams,WR,Tampa Bay Buccaneers,TB,NFC,26,4,82,starter
1247,A.J. Brown Jr.,WR,Tampa Bay Buccaneers,TB,NFC,27,6,40,wr2
1248,A.J. Brown,WR,Tampa Bay Buccaneers,TB,NFC,27,6,81,depth
1249,DK Metcalf,WR,Tampa Bay Buccaneers,TB,NFC,32,10,13,depth
1250,A.J. Brown,WR,Tampa Bay Buccaneers,TB,NFC,30,9,46,depth
1251,Dallas Goedert,TE,Tampa Bay Buccaneers,TB,NFC,32,8,79,starter
1252,Jordan Andrews,TE,Tampa Bay Buccaneers,TB,NFC,25,2,20,backup
1253,Justin Herbert,QB,Las Vegas Raiders,LV,AFC,30,10,52,starter
1254,Marcus Allen,QB,Las Vegas Raiders,LV,AFC,27,3,91,backup
1255,Christian McCaffrey,RB,Las Vegas Raiders,LV,AFC,31,10,34,starter
1256,Alvin Kamara,RB,Las Vegas Raiders,LV,AFC,21,1,34,rb2
1257,Alvin Kamara,RB,Las Vegas Raiders,LV,AFC,27,5,83,depth
1258,Brandon Ekeler,RB,Las Vegas Raiders,LV,AFC,27,7,86,depth
1259,Cooper Kupp,WR,Las Vegas Raiders,LV,AFC,25,3,75,starter
1260,DK Metcalf,WR,Las Vegas Raiders,LV,AFC,25,3,43,wr2
1261,Cooper Kupp,WR,Las Vegas Raiders,LV,AFC,28,4,30,depth
1262,Cooper Kupp,WR,Las Vegas Raiders,LV,AFC,24,3,9,depth
1263,DK Metcalf,WR,Las Vegas Raiders,LV,AFC,29,6,55,depth
1264,Stefon Diggs,WR,Las Vegas Raiders,LV,AFC,24,3,60,depth
1265,CeeDee Lamb,WR,Las Vegas Raiders,LV,AFC,32,8,89,depth
1266,David Njoku,TE,Las Vegas Raiders,LV,AFC,22,1,50,starter
1267,David Njoku,TE,Las Vegas Raiders,LV,AFC,26,3,5,backup
1268,Josh Allen,QB,Atlanta Falcons,ATL,NFC,28,7,81,starter
1269,Michael Allen,QB,Atlanta Falcons,ATL,NFC,34,12,36,backup
1270,Justin Herbert,QB,Atlanta Falcons,ATL,NFC,28,6,52,backup
1271,Nick Chubb,RB,Atlanta Falcons,ATL,NFC,34,10,78,starter
1272,Brandon Taylor,RB,Atlanta Falcons,ATL,NFC,24,1,39,rb2
1273,Aaron Jones Jr.,RB,Atlanta Falcons,ATL,NFC,27,4,88,depth
1274,Christian McCaffrey,RB,Atlanta Falcons,ATL,NFC,25,4,55,depth
1275,Dalvin Cook,RB,Atlanta Falcons,ATL,NFC,25,1,96,depth
1276,Stefon Diggs,WR,Atlanta Falcons,ATL,NFC,24,4,54,starter
1277,A.J. Brown,WR,Atlanta Falcons,ATL,NFC,27,4,31,wr2
1278,Michael Hopkins,WR,Atlanta Falcons,ATL,NFC,27,7,10,depth
1279,Tyler Adams,WR,Atlanta Falcons,ATL,NFC,32,12,95,depth
1280,DeAndre Hopkins,WR,Atlanta Falcons,ATL,NFC,32,12,10,depth
1281,George Kittle,TE,Atlanta Falcons,ATL,NFC,32,10,27,starter
1282,Michael Freiermuth,TE,Atlanta Falcons,ATL,NFC,22,1,33,backup
1283,Pat Freiermuth,TE,Atlanta Falcons,ATL,NFC,27,7,56,backup
1284,Josh Allen,QB,Pittsburgh Steelers,PIT,AFC,30,6,72,starter
1285,Josh Allen,QB,Pittsburgh Steelers,PIT,AFC,29,7,58,backup
1286,Jonathan Taylor,RB,Pittsburgh Steelers,PIT,AFC,25,1,13,starter
1287,Nick Chubb,RB,Pittsburgh Steelers,PIT,AFC,22,2,45,rb2
1288,DeShawn Barkley,RB,Pittsburgh Steelers,PIT,AFC,24,4,1,depth
1289,Saquon Barkley,RB,Pittsburgh Steelers,PIT,AFC,32,11,28,depth
1290,Nick Chubb,RB,Pittsburgh Steelers,PIT,AFC,24,4,76,depth
1291,Tyreek Hill,WR,Pittsburgh Steelers,PIT,AFC,35,11,65,starter
1292,DK Metcalf,WR,Pittsburgh Steelers,PIT,AFC,25,5,18,wr2
1293,Cooper Kupp,WR,Pittsburgh Steelers,PIT,AFC,32,11,6,depth
1294,DeAndre Hopkins,WR,Pittsburgh Steelers,PIT,AFC,25,3,83,depth
1295,Davante Adams,WR,Pittsburgh Steelers,PIT,AFC,22,2,9,depth
1296,CeeDee Lamb II,WR,Pittsburgh Steelers,PIT,AFC,29,9,43,depth
1297,A.J. Brown,WR,Pittsburgh Steelers,PIT,AFC,28,4,91,depth
1298,Mark Andrews,TE,Pittsburgh Steelers,PIT,AFC,27,7,81,starter
1299,Jordan Freiermuth,TE,Pittsburgh Steelers,PIT,AFC,36,12,66,backup
1300,Jalen Hurts,QB,Los Angeles Rams,LAR,NFC,28,5,70,starter
1301,Jalen Hurts,QB,Los Angeles Rams,LAR,NFC,35,11,40,backup
1302,Austin Ekeler,RB,Los Angeles Rams,LAR,NFC,25,1,50,starter
1303,Jordan Taylor,RB,Los Angeles Rams,LAR,NFC,28,5,89,rb2
1304,Christian McCaffrey Sr.,RB,Los Angeles Rams,LAR,NFC,31,8,41,depth
1305,Tyreek Hill,WR,Los Angeles Rams,LAR,NFC,27,3,28,starter
1306,CeeDee Lamb,WR,Los Angeles Rams,LAR,NFC,25,5,72,wr2
1307,Davante Adams III,WR,Los Angeles Rams,LAR,NFC,34,11,93,depth
1308,Cooper Kupp,WR,Los Angeles Rams,LAR,NFC,25,1,70,depth
1309,Keenan Allen,WR,Los Angeles Rams,LAR,NFC,35,11,73,depth
1310,Davante Adams,WR,Los Angeles Rams,LAR,NFC,25,4,97,depth
1311,A.J. Brown,WR,Los Angeles Rams,LAR,NFC,27,5,75,depth
1312,Mark Andrews,TE,Los Angeles Rams,LAR,NFC,23,2,21,starter
1313,Mark Andrews,TE,Los Angeles Rams,LAR,NFC,28,4,32,backup
1314,David Njoku III,TE,Los Angeles Rams,LAR,NFC,35,12,37,backup
1315,Dak Prescott,QB,Houston Texans,HOU,AFC,29,9,91,starter
1316,Brandon Prescott,QB,Houston Texans,HOU,AFC,32,10,36,backup
1317,Kirk Cousins,QB,Houston Texans,HOU,AFC,28,8,47,backup
1318,Dalvin Cook,RB,Houston Texans,HOU,AFC,25,2,72,starter
1319,Michael Henry,RB,Houston Texans,HOU,AFC,27,5,46,rb2
1320,Michael Taylor,RB,Houston Texans,HOU,AFC,34,11,11,depth
1321,Alvin Kamara II,RB,Houston Texans,HOU,AFC,29,8,25,depth
1322,DK Metcalf,WR,Houston Texans,HOU,AFC,32,10,78,starter
1323,Keenan Allen,WR,Houston Texans,HOU,AFC,31,10,21,wr2
1324,A.J. Brown,WR,Houston Texans,HOU,AFC,28,8,96,depth
1325,A.J. Brown,WR,Houston Texans,HOU,AFC,32,12,67,depth
1326,Stefon Diggs,WR,Houston Texans,HOU,AFC,26,5,59,depth
1327,Kyle Pitts,TE,Houston Texans,HOU,AFC,24,4,96,starter
1328,Tyler Hockenson,TE,Houston Texans,HOU,AFC,24,1,45,backup
1329,Lamar Jackson,QB,New York Giants,NYG,NFC,30,6,59,starter
1330,DeShawn Hurts,QB,New York Giants,NYG,NFC,26,6,5,backup
1331,Marcus Jackson,QB,New York Giants,NYG,NFC,30,7,25,backup
1332,Austin Ekeler,RB,New York Giants,NYG,NFC,28,4,12,starter
